,height_cm,weight_kg,overall,player_positions,preferred_foot,weak_foot,skill_moves,work_rate,pace,shooting,passing,dribbling,defending,physic,gk_diving,gk_handling,gk_kicking,gk_reflexes,gk_speed,gk_positioning,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes
98,186,89,85,1,1,4,3,1,63.0,85.0,71.0,80.0,31.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,68,88,77,75,88,80,74,62,60,84,62,64,72,86,69,86,78,60,84,80,50,20,90,75,70,85,35,22,18,5,12,7,5,10
99,180,75,85,2,0,2,2,3,75.0,66.0,76.0,78.0,83.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,74,60,68,83,72,76,60,52,77,79,77,73,83,84,79,78,84,90,74,67,86,86,72,74,56,82,85,84,86,8,11,5,10,14
100,185,82,85,1,0,3,4,4,91.0,87.0,82.0,82.0,58.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,86,84,84,81,85,83,90,87,80,84,90,91,79,80,65,92,86,73,80,90,65,59,85,79,76,85,54,55,52,15,15,11,5,6
101,174,75,85,3,0,4,5,2,81.0,74.0,83.0,89.0,77.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,89,73,75,85,63,89,84,67,77,92,82,80,85,85,86,82,77,79,78,70,81,81,83,80,59,85,71,79,82,12,5,5,5,9
102,186,81,85,2,1,4,4,3,73.0,74.0,80.0,79.0,83.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,69,71,81,89,77,78,69,68,84,84,67,77,76,85,67,78,77,82,82,74,79,80,75,80,76,92,82,85,83,5,7,7,10,7
103,180,80,85,2,0,3,3,1,83.0,65.0,77.0,80.0,82.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,84,55,76,81,68,80,78,59,71,81,81,85,78,84,77,80,79,91,78,72,82,82,70,70,60,82,81,84,84,7,7,9,12,5
104,176,67,85,1,0,3,3,0,78.0,84.0,77.0,85.0,35.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,80,88,78,79,83,86,80,76,68,85,80,76,87,85,72,79,66,71,60,82,63,39,86,79,82,85,39,21,18,12,16,9,12,13
105,176,74,85,2,1,4,3,0,68.0,75.0,86.0,82.0,74.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,86,72,61,89,56,82,85,76,87,85,70,67,71,87,80,84,63,92,75,81,79,79,82,85,59,84,74,78,64,14,12,5,10,13
106,180,75,85,2,0,2,4,4,55.0,86.0,87.0,86.0,50.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,90,83,62,86,90,85,89,86,83,90,57,54,80,84,76,86,46,65,64,92,60,55,80,86,81,87,52,41,44,15,15,15,5,14
107,175,74,85,2,1,3,4,3,75.0,71.0,78.0,84.0,85.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,70,74,59,86,56,84,65,49,79,84,79,71,82,89,86,73,69,94,79,69,90,89,79,80,53,85,88,88,86,13,13,5,5,8
108,180,76,84,2,1,4,5,5,88.0,72.0,77.0,90.0,36.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,78,78,37,83,80,92,81,48,59,88,89,87,91,84,90,68,51,77,59,62,43,29,78,83,57,80,32,45,34,7,11,10,11,13
109,188,83,84,2,0,4,4,4,84.0,78.0,79.0,84.0,44.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,73,81,74,85,80,84,79,53,78,87,77,89,78,82,73,73,69,82,65,75,41,38,83,82,69,84,39,46,38,6,8,11,10,12
110,178,67,84,1,0,5,5,1,93.0,79.0,80.0,87.0,36.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,84,79,43,82,76,89,82,64,76,85,94,93,89,78,83,83,59,69,52,78,54,36,78,78,75,82,42,30,33,6,6,14,10,13
111,186,85,84,0,1,4,1,4,0.0,0.0,0.0,0.0,0.0,0.0,84.0,82.0,86.0,85.0,33.0,80.0,25,11,18,51,18,10,25,19,53,16,34,33,41,78,39,65,71,37,51,14,18,21,15,57,24,63,19,18,16,84,82,86,80,85
112,182,74,84,3,1,3,4,1,90.0,65.0,80.0,84.0,78.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,86,58,68,81,62,85,82,69,75,84,89,90,82,84,79,80,72,92,60,68,73,78,78,78,46,82,79,80,80,6,9,15,14,14
113,188,80,84,2,1,3,4,0,72.0,81.0,79.0,82.0,71.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,68,82,83,84,79,83,75,68,80,86,68,76,75,86,62,78,71,89,72,80,84,74,88,83,74,87,70,70,63,7,6,9,11,8
114,182,76,84,3,0,3,2,0,81.0,54.0,70.0,71.0,83.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,78,53,82,79,46,65,59,39,63,79,79,83,70,85,68,62,85,83,79,51,86,83,62,63,42,76,81,84,86,10,7,8,14,10
115,171,73,84,2,1,3,4,4,69.0,71.0,81.0,86.0,73.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,70,69,58,88,63,86,74,60,82,88,71,67,79,83,89,74,68,73,67,73,75,75,75,86,69,81,76,76,70,6,13,13,11,12
116,176,78,84,1,1,3,5,2,87.0,80.0,81.0,84.0,32.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,83,78,65,80,74,84,85,88,74,85,87,87,81,79,79,87,74,79,80,81,75,28,83,85,71,78,29,31,20,8,14,6,12,10
117,189,79,84,2,1,4,3,1,81.0,77.0,80.0,81.0,75.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,75,76,80,84,68,81,76,75,79,84,84,78,76,84,70,79,74,86,75,83,80,79,79,82,60,80,72,74,73,13,8,15,11,9
118,185,83,84,2,1,4,4,4,82.0,78.0,81.0,85.0,40.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,78,79,53,86,78,86,77,59,80,86,78,86,81,83,78,81,63,78,74,80,43,39,80,84,54,82,39,42,29,11,16,11,8,9
119,179,75,84,1,1,3,4,5,92.0,76.0,77.0,87.0,29.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,79,76,52,78,77,87,84,70,72,87,94,91,88,84,85,80,73,69,64,73,36,23,83,79,70,76,29,27,21,5,3,5,3,5
120,175,75,84,1,1,4,4,1,90.0,82.0,75.0,86.0,43.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,76,81,44,79,83,87,70,62,69,83,92,89,86,82,88,86,64,74,69,81,63,38,82,77,68,78,45,42,45,14,10,10,9,7
121,173,75,84,2,0,3,4,1,78.0,82.0,81.0,88.0,33.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,83,82,49,83,77,90,81,80,75,89,79,77,82,78,91,84,64,74,82,82,73,28,81,81,74,89,31,37,25,15,9,8,14,15
122,190,83,84,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,83.0,81.0,78.0,85.0,56.0,84.0,9,9,13,45,10,16,9,8,42,30,55,56,52,79,44,59,73,43,68,14,28,22,7,54,23,66,27,15,18,83,81,78,84,85
123,183,74,84,2,1,3,4,4,71.0,76.0,84.0,85.0,49.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,76,77,49,88,76,86,86,81,87,88,75,68,81,80,74,77,54,70,65,76,29,42,80,85,56,72,48,56,41,6,8,6,12,11
124,181,71,84,3,0,2,3,0,85.0,72.0,84.0,81.0,80.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,89,65,74,84,67,82,87,79,87,83,84,85,73,83,70,80,80,91,68,76,78,80,76,76,81,80,80,81,79,13,8,12,11,14
125,196,81,84,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,86.0,79.0,70.0,88.0,36.0,80.0,11,16,14,28,19,12,10,14,17,19,35,37,39,82,27,53,36,20,68,17,22,13,14,25,18,39,12,10,14,86,79,70,80,88
126,189,78,84,3,1,4,2,3,66.0,41.0,62.0,68.0,86.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,49,25,80,73,27,66,45,16,71,71,65,66,62,81,59,65,76,62,78,60,78,85,32,64,41,82,88,87,84,8,10,7,14,13
127,175,70,84,2,1,4,4,1,89.0,77.0,79.0,89.0,55.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,81,74,44,81,73,90,77,69,76,88,89,89,89,77,87,86,37,74,55,84,67,69,76,81,53,84,47,59,46,12,10,9,5,7
128,188,81,84,3,1,3,2,3,67.0,51.0,57.0,60.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,46,46,82,71,23,58,44,47,61,62,64,70,63,82,48,63,88,82,83,56,92,84,40,48,57,79,86,85,82,8,15,5,9,10
129,170,61,84,2,1,4,3,0,56.0,75.0,85.0,82.0,71.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,81,73,70,87,76,81,84,81,85,85,60,53,75,76,85,76,72,78,60,79,71,72,74,86,70,88,71,72,67,13,15,15,13,13
130,188,93,84,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,82.0,84.0,75.0,82.0,48.0,85.0,11,11,12,33,13,12,17,12,34,15,45,50,51,79,55,56,72,37,76,11,31,25,12,49,25,66,13,12,11,82,84,75,85,82
131,192,80,84,0,1,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,84.0,80.0,76.0,82.0,51.0,84.0,13,10,11,23,12,15,11,11,28,18,50,51,52,79,55,57,68,34,66,14,34,20,10,55,19,62,14,11,13,84,80,76,84,82
132,183,73,84,2,1,5,3,1,69.0,77.0,83.0,83.0,72.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,78,74,74,86,77,84,80,70,83,85,70,68,77,88,67,82,70,81,67,78,60,72,85,86,70,84,75,70,62,8,6,4,14,14
133,186,85,84,3,1,2,2,3,72.0,51.0,52.0,60.0,84.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,47,44,85,65,46,58,29,35,54,60,66,76,54,81,64,77,86,69,87,48,88,76,49,45,24,81,85,86,86,6,8,5,12,5
134,179,78,84,2,1,3,3,3,62.0,66.0,76.0,78.0,83.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,63,62,72,82,59,77,74,47,81,79,64,61,77,82,80,77,81,82,63,66,83,87,66,81,61,86,82,84,81,10,8,8,5,6
135,180,76,84,1,0,2,4,5,70.0,72.0,86.0,84.0,24.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,83,73,51,89,80,84,84,76,82,89,72,69,77,83,71,70,45,67,56,69,44,24,81,90,67,83,24,16,19,6,14,10,6,14
136,192,86,84,2,1,3,2,7,48.0,55.0,69.0,63.0,86.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,58,43,87,76,58,59,46,45,74,71,45,50,52,85,49,76,85,72,85,62,91,88,51,74,52,80,85,86,85,5,12,9,11,8
137,183,79,84,0,1,4,1,4,0.0,0.0,0.0,0.0,0.0,0.0,79.0,85.0,81.0,87.0,51.0,80.0,13,13,10,40,8,15,12,13,31,25,48,54,55,81,58,61,73,45,68,12,38,21,15,58,24,57,9,19,12,79,85,81,80,87
138,193,80,84,1,1,5,2,4,60.0,84.0,71.0,75.0,46.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,63,88,83,77,77,76,65,54,72,85,61,60,56,83,36,86,64,72,81,79,58,50,89,75,67,83,58,28,16,9,11,13,15,15
139,175,69,84,2,1,3,4,0,77.0,73.0,78.0,84.0,76.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,69,70,74,85,73,85,76,67,79,85,79,76,81,83,84,78,79,93,72,71,74,78,78,78,74,86,76,78,69,16,6,14,12,6
140,186,80,84,2,1,5,4,4,84.0,80.0,78.0,82.0,62.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,83,79,80,78,81,82,73,75,74,85,83,85,77,79,74,84,84,89,76,78,65,69,83,76,76,80,64,52,54,6,7,10,9,6
141,190,85,84,1,1,3,3,0,68.0,80.0,71.0,75.0,65.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,72,85,90,75,86,76,64,49,67,79,61,73,65,88,55,83,85,81,87,61,88,66,90,74,76,80,59,64,60,10,8,5,8,15
142,180,75,84,2,1,4,3,0,67.0,79.0,80.0,78.0,85.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,76,75,82,82,78,76,76,68,81,83,68,67,73,86,75,84,85,86,83,82,93,85,83,82,81,83,82,87,88,4,2,4,2,4
143,192,90,84,3,1,4,2,4,66.0,50.0,72.0,65.0,84.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,69,34,85,75,52,64,53,31,83,70,64,67,55,82,52,78,73,66,91,58,81,80,47,75,46,84,83,87,86,7,12,15,6,5
144,178,76,84,3,1,3,2,4,70.0,55.0,77.0,73.0,85.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,81,46,75,80,51,69,68,58,80,77,73,68,72,86,73,68,77,83,70,60,84,86,62,74,66,78,85,87,86,13,9,10,6,5
145,178,73,84,1,1,3,3,0,89.0,78.0,75.0,83.0,47.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,82,78,65,80,84,82,73,65,51,85,88,90,85,82,80,78,71,90,54,80,54,40,88,78,62,79,64,32,32,8,5,14,11,11
146,180,80,84,2,1,4,4,1,66.0,74.0,84.0,84.0,72.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,78,71,50,88,75,84,85,74,85,88,67,66,77,85,77,77,61,71,73,74,70,77,78,86,76,87,75,74,67,11,14,5,5,13
147,183,80,84,2,1,3,4,0,72.0,81.0,77.0,80.0,78.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,64,81,85,83,75,80,66,72,80,84,74,71,70,82,72,83,92,92,82,80,81,80,84,79,71,81,75,79,75,16,16,11,6,8
148,183,70,84,3,1,2,2,0,91.0,63.0,76.0,77.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,81,51,74,78,57,79,76,71,75,78,87,94,66,83,70,86,83,89,77,69,78,81,68,69,63,75,78,84,83,12,6,16,15,8
149,176,65,84,2,0,3,4,1,78.0,79.0,83.0,81.0,51.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,79,80,46,84,63,82,81,79,82,83,77,78,77,81,70,78,35,77,67,81,55,50,83,87,72,80,60,47,43,15,12,16,13,12
150,172,70,84,1,0,3,5,1,94.0,73.0,79.0,91.0,43.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,82,64,50,83,76,92,84,78,65,91,95,93,93,80,91,86,60,71,58,80,55,48,74,80,77,80,45,38,34,13,15,9,12,5
151,177,72,84,2,1,4,3,1,77.0,77.0,84.0,81.0,63.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,81,76,45,86,77,81,83,76,85,83,82,73,77,83,77,76,67,85,59,78,68,70,84,86,80,85,66,66,52,15,14,9,9,15
152,181,76,84,1,0,3,4,4,68.0,80.0,84.0,85.0,41.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,83,83,66,85,79,85,85,76,80,88,68,68,79,84,84,77,61,85,70,73,56,37,83,88,84,87,48,34,26,11,11,14,9,16
153,190,79,84,1,0,4,4,4,70.0,84.0,84.0,85.0,43.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,82,81,58,86,80,88,85,85,74,88,72,69,71,83,61,88,33,70,72,89,58,46,83,87,78,80,53,32,26,13,13,8,12,6
154,179,67,84,1,0,4,5,4,84.0,78.0,79.0,89.0,38.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,81,77,48,78,76,90,84,78,75,90,87,82,92,77,87,79,60,76,54,80,48,39,79,81,70,84,45,31,22,15,9,13,11,6
155,172,63,84,1,1,4,4,1,88.0,79.0,79.0,83.0,47.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,82,80,45,83,74,81,74,60,71,84,90,87,93,80,89,80,69,90,58,77,47,52,83,79,75,82,55,40,40,8,14,14,12,16
156,190,83,84,3,1,3,2,3,64.0,41.0,57.0,60.0,84.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,45,39,81,72,44,57,32,30,67,64,60,67,52,80,55,46,90,79,88,41,92,82,34,50,47,75,85,85,80,9,11,14,9,7
157,189,70,83,2,0,4,4,4,65.0,78.0,78.0,83.0,74.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,72,79,67,81,67,85,75,59,81,85,68,63,72,83,66,75,46,73,69,83,68,77,82,84,67,77,70,78,75,16,11,7,13,13
158,188,78,83,3,0,3,2,3,63.0,40.0,55.0,66.0,85.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,36,30,77,72,28,65,36,24,71,70,60,66,60,78,53,64,78,72,80,46,85,86,31,45,34,76,88,86,82,9,14,12,8,9
159,177,68,83,2,0,3,4,1,77.0,78.0,82.0,85.0,65.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,78,80,57,83,69,85,82,71,83,86,76,78,83,82,79,82,63,79,70,76,72,71,79,85,65,81,61,67,62,10,7,10,15,14
160,180,69,83,3,1,4,3,1,80.0,62.0,82.0,78.0,78.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,88,56,68,81,50,76,82,80,82,82,79,81,74,82,74,76,66,83,62,63,73,79,73,78,55,75,76,83,79,14,15,14,6,7
161,182,85,83,1,1,5,3,4,77.0,82.0,68.0,81.0,29.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,67,86,79,74,84,81,77,46,58,83,76,77,78,83,77,83,75,76,78,76,62,23,84,70,66,79,25,26,16,8,7,12,9,13
162,186,78,83,1,0,3,4,4,69.0,85.0,64.0,76.0,39.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,58,88,80,66,78,76,74,84,62,81,67,71,67,77,63,86,64,70,80,82,67,36,85,60,79,78,35,34,32,9,16,16,15,6
163,184,76,83,1,1,3,4,5,89.0,81.0,72.0,86.0,41.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,72,82,69,78,74,87,84,54,60,86,88,89,84,80,79,84,70,75,74,77,58,42,82,73,81,79,34,39,36,9,8,8,15,11
164,190,80,83,1,0,4,4,2,77.0,82.0,80.0,81.0,57.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,75,80,77,81,76,82,86,87,79,84,78,76,76,79,70,84,58,79,72,88,67,55,86,81,75,74,53,59,42,13,11,13,12,10
165,195,97,83,3,1,4,2,4,71.0,27.0,59.0,57.0,83.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,35,20,80,75,24,55,30,27,69,64,64,77,48,81,38,44,72,64,93,25,76,80,27,61,38,75,83,87,84,11,8,7,9,14
166,181,81,83,2,1,3,3,1,69.0,77.0,79.0,78.0,76.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,67,75,82,84,62,77,66,73,86,82,73,66,75,83,74,82,83,84,76,81,81,76,79,80,70,74,75,78,71,7,10,14,9,14
167,189,77,83,0,0,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,82.0,83.0,79.0,84.0,49.0,82.0,24,19,15,38,17,18,23,21,41,16,45,52,40,74,57,59,71,42,52,18,39,16,20,62,25,62,19,20,11,82,83,79,82,84
168,179,68,83,1,1,4,4,1,90.0,79.0,76.0,84.0,36.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,78,77,60,77,71,86,76,70,69,81,91,90,82,83,77,85,63,76,68,84,67,50,77,77,69,80,24,34,30,9,12,11,9,9
169,183,73,83,1,0,3,4,2,91.0,81.0,75.0,85.0,33.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,78,82,57,75,70,86,79,72,67,82,90,91,91,83,79,80,68,84,68,79,43,28,82,80,85,83,36,27,25,11,14,11,6,8
170,187,91,83,3,1,3,2,3,78.0,45.0,68.0,72.0,83.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,53,36,79,80,42,69,46,30,79,76,70,85,69,84,64,69,81,74,84,48,76,81,33,67,40,80,84,84,80,10,9,13,6,9
171,186,70,83,1,1,3,5,0,92.0,82.0,73.0,84.0,45.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,74,81,72,75,76,85,82,76,63,83,89,94,86,81,75,88,72,87,75,79,73,42,84,75,76,78,47,40,33,11,6,15,7,14
172,188,70,83,3,1,4,3,1,68.0,36.0,70.0,72.0,84.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,62,29,83,82,27,69,47,29,75,80,65,71,60,82,59,46,75,77,77,38,79,81,49,67,44,82,85,85,82,7,15,11,10,8
173,192,80,83,2,0,3,3,1,73.0,74.0,79.0,80.0,77.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,70,69,77,85,72,79,73,59,83,84,71,74,79,83,72,80,73,80,83,79,76,80,76,80,67,84,70,81,75,9,12,9,7,15
174,171,69,83,3,0,2,3,1,85.0,63.0,79.0,84.0,77.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,84,50,65,81,58,84,85,81,79,83,86,84,84,83,86,79,64,90,63,79,68,81,75,68,51,81,75,78,79,7,13,10,7,13
175,180,75,83,1,1,4,3,1,92.0,81.0,67.0,83.0,35.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,69,86,77,77,84,83,63,56,55,84,93,92,81,86,76,79,71,83,65,70,63,37,85,61,72,74,39,20,19,9,9,8,15,9
176,171,62,83,2,0,2,4,4,83.0,76.0,82.0,85.0,59.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,83,75,54,84,76,85,85,81,75,86,83,83,87,79,86,79,69,77,64,78,63,66,78,84,68,80,55,59,63,11,15,13,7,14
177,187,79,83,3,1,3,2,3,74.0,45.0,57.0,66.0,83.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,36,40,80,76,28,63,30,27,67,73,68,79,60,79,55,66,75,75,83,44,87,82,34,49,44,75,82,84,86,9,7,10,6,15
178,182,76,83,1,0,3,4,1,81.0,80.0,82.0,84.0,43.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,82,78,57,82,79,85,83,76,81,87,83,80,79,78,76,86,58,79,61,84,45,45,81,82,62,83,40,42,39,13,9,6,12,10
179,178,74,83,3,0,3,3,1,78.0,69.0,79.0,79.0,80.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,85,60,71,81,68,78,81,83,73,83,79,78,69,83,78,83,92,85,69,76,76,82,72,73,60,79,78,83,84,6,12,9,6,13
180,187,77,83,1,1,5,4,4,77.0,79.0,81.0,86.0,55.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,81,76,65,84,80,87,78,76,77,88,78,77,80,81,75,86,75,68,66,81,48,66,79,82,65,83,39,64,44,11,13,5,13,8
181,185,77,83,0,0,4,1,4,0.0,0.0,0.0,0.0,0.0,0.0,82.0,78.0,87.0,86.0,48.0,82.0,17,19,15,55,20,14,18,16,56,40,53,44,55,84,55,65,77,45,70,13,42,24,18,68,45,68,21,20,12,82,78,87,82,86
182,180,71,83,2,1,4,4,1,90.0,80.0,75.0,87.0,39.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,78,80,53,75,68,88,81,79,71,87,91,90,90,82,71,85,70,74,59,78,61,18,80,71,74,75,53,39,26,9,11,9,10,10
183,187,86,83,1,1,3,3,1,67.0,83.0,63.0,76.0,35.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,50,86,82,71,71,77,41,36,65,80,65,69,64,78,72,83,70,76,91,82,68,30,84,71,79,82,32,31,18,14,12,16,13,16
184,197,86,83,0,0,2,1,4,0.0,0.0,0.0,0.0,0.0,0.0,83.0,79.0,79.0,83.0,45.0,82.0,15,15,14,35,13,14,20,13,37,23,44,46,50,82,43,59,58,44,72,18,33,16,15,42,20,40,11,19,17,83,79,79,82,83
185,180,66,83,1,1,3,5,2,91.0,76.0,72.0,88.0,27.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,78,78,47,75,64,90,57,51,65,87,88,93,87,77,81,81,58,76,74,70,73,23,78,76,66,81,22,29,28,15,10,15,11,10
186,175,72,83,1,1,4,3,5,79.0,84.0,68.0,80.0,36.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,53,86,78,79,85,78,85,85,51,82,81,78,84,85,84,82,67,65,64,84,57,26,86,67,71,84,45,24,22,12,14,14,8,5
187,189,84,83,1,1,4,3,0,81.0,79.0,71.0,80.0,31.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,73,81,86,78,80,83,76,44,51,82,75,85,66,80,58,80,84,70,79,72,56,24,85,76,70,76,37,14,20,4,5,4,4,5
188,190,82,83,1,1,2,3,1,72.0,81.0,62.0,76.0,51.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,40,85,86,76,82,76,57,46,45,80,68,76,68,84,53,81,80,72,89,67,76,36,84,75,91,82,39,61,55,6,7,14,7,6
189,187,83,83,2,1,4,3,4,42.0,57.0,77.0,74.0,79.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,68,52,74,81,50,78,80,50,85,81,37,46,45,74,47,69,67,83,91,55,78,81,63,81,60,89,80,80,72,6,6,5,14,14
190,185,77,83,2,0,3,5,1,81.0,75.0,81.0,87.0,60.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,82,68,54,85,74,88,82,80,71,88,82,81,85,80,79,82,49,79,67,82,52,66,78,82,72,82,66,54,50,14,15,10,13,12
191,178,72,83,3,1,4,2,3,72.0,37.0,61.0,61.0,83.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,60,29,79,74,22,50,51,48,64,71,74,71,71,81,69,67,79,73,79,27,88,84,49,42,41,72,83,85,82,7,15,7,10,10
192,181,71,83,2,1,3,4,1,74.0,76.0,83.0,81.0,55.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,81,76,54,86,65,78,77,76,84,84,75,73,88,81,81,80,66,77,38,77,43,45,79,83,70,75,66,52,47,12,10,15,12,12
193,189,86,83,0,1,4,1,4,0.0,0.0,0.0,0.0,0.0,0.0,82.0,77.0,79.0,85.0,49.0,83.0,13,13,11,25,12,10,14,12,12,24,45,52,42,81,37,59,75,45,73,13,30,22,12,46,17,62,15,14,10,82,77,79,83,85
194,184,73,83,3,1,3,3,1,73.0,61.0,73.0,72.0,82.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,57,55,80,82,43,68,66,51,81,78,75,72,71,83,70,71,87,69,73,70,80,84,61,75,52,76,79,83,82,10,15,13,12,8
195,174,70,83,2,0,4,4,1,75.0,76.0,82.0,84.0,57.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,84,78,61,83,64,86,84,74,79,85,74,75,79,77,80,76,32,71,57,77,46,58,82,84,69,74,60,54,49,16,7,15,6,14
196,185,83,83,0,1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,82.0,83.0,78.0,83.0,52.0,81.0,17,10,12,50,19,12,10,10,35,32,54,50,48,80,50,59,71,40,67,15,25,25,11,60,21,61,18,12,11,82,83,78,81,83
197,174,70,83,2,1,4,4,1,92.0,79.0,76.0,87.0,42.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,75,82,50,77,72,88,71,74,74,83,95,89,93,81,92,79,90,76,57,76,72,50,82,76,74,82,31,43,44,9,10,14,7,14
198,179,70,83,1,0,3,4,1,83.0,80.0,81.0,83.0,41.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,82,80,72,83,75,82,84,72,76,84,87,80,86,83,71,83,77,83,66,80,56,42,84,80,78,82,46,29,31,8,11,14,10,9
